Дата,Открытие,Закрытие,Макс,Мин
11/6/2018,114900,114920,114870,114870
11/6/2018,114870,114900,114830,114870
11/6/2018,114870,114880,114850,114850
11/6/2018,114840,114880,114830,114870
11/6/2018,114870,114940,114870,114930
11/6/2018,114940,114970,114900,114970
11/6/2018,114970,114980,114940,114950
11/6/2018,114950,114950,114930,114940
11/6/2018,114940,114960,114930,114940
11/6/2018,114950,115010,114940,115000
11/6/2018,115020,115020,114960,114960
11/6/2018,114960,114970,114930,114930
11/6/2018,114940,114960,114920,114930
11/6/2018,114930,114980,114930,114950
11/6/2018,114950,114980,114850,114860
11/6/2018,114860,114970,114860,114950
11/6/2018,114950,115040,114940,114990
11/6/2018,115000,115010,114960,114980
11/6/2018,114970,115010,114930,114960
11/6/2018,114970,115040,114950,115030
11/6/2018,115030,115040,114960,114970
11/6/2018,114960,114970,114910,114970
11/6/2018,114960,114960,114890,114900
11/6/2018,114910,114940,114870,114920
11/6/2018,114920,114930,114890,114890
11/6/2018,114910,114930,114860,114860
11/6/2018,114860,114910,114860,114900
11/6/2018,114890,114930,114840,114840
11/6/2018,114840,114850,114780,114790
11/6/2018,114790,114860,114790,114830
11/6/2018,114850,114880,114790,114800
11/6/2018,114810,114840,114740,114760
11/6/2018,114770,114800,114730,114780
11/6/2018,114780,114790,114730,114770
11/6/2018,114770,114790,114650,114730
11/6/2018,114720,114740,114700,114730
11/6/2018,114720,114760,114670,114670
11/6/2018,114680,114740,114610,114630
11/6/2018,114630,114710,114620,114700
11/6/2018,114700,114710,114640,114670
11/6/2018,114660,114710,114660,114700
11/6/2018,114700,114730,114670,114700
11/6/2018,114690,114760,114680,114740
11/6/2018,114740,114770,114670,114690
11/6/2018,114680,114740,114670,114730
11/6/2018,114730,114780,114710,114760
11/6/2018,114750,114760,114700,114710
11/6/2018,114720,114740,114700,114720
11/6/2018,114720,114730,114690,114710
11/6/2018,114710,114720,114670,114710
11/6/2018,114730,114750,114700,114730
11/6/2018,114720,114770,114680,114700
11/6/2018,114690,114750,114670,114740
11/6/2018,114740,114780,114680,114690
11/6/2018,114690,114730,114690,114710
11/6/2018,114720,114760,114700,114710
11/6/2018,114700,114750,114700,114750
11/6/2018,114750,114800,114750,114800
11/6/2018,114800,114830,114780,114800
11/6/2018,114810,114860,114800,114840
11/6/2018,114850,114870,114830,114850
11/6/2018,114840,114860,114810,114840
11/6/2018,114830,114840,114800,114820
11/6/2018,114820,114860,114810,114830
11/6/2018,114840,114890,114820,114860
11/6/2018,114860,114880,114850,114870
11/6/2018,114880,114890,114860,114860
11/6/2018,114860,114890,114830,114830
11/6/2018,114820,114940,114820,114940
11/6/2018,114930,114940,114850,114850
11/6/2018,114840,114860,114810,114810
11/6/2018,114810,114860,114790,114800
11/6/2018,114800,114840,114780,114830
11/6/2018,114820,114870,114800,114800
11/6/2018,114810,114870,114810,114870
11/6/2018,114870,114930,114860,114890
11/6/2018,114890,114910,114850,114880
11/6/2018,114860,114860,114800,114820
11/6/2018,114810,114840,114790,114810
11/6/2018,114810,114820,114730,114740
11/6/2018,114750,114780,114720,114720
11/6/2018,114720,114800,114720,114760
11/6/2018,114760,114760,114660,114700
11/6/2018,114720,114740,114700,114740
11/6/2018,114730,114740,114660,114700
11/6/2018,114700,114800,114700,114780
11/6/2018,114770,114780,114720,114740
11/6/2018,114730,114740,114670,114680
11/6/2018,114680,114730,114640,114720
11/6/2018,114790,114820,114460,114580
11/6/2018,114580,114630,114550,114570
11/6/2018,114570,114630,114560,114610
11/6/2018,114610,114630,114550,114580
11/6/2018,114580,114650,114570,114640
11/6/2018,114630,114650,114580,114610
11/6/2018,114590,114600,114550,114560
11/6/2018,114570,114630,114530,114600
11/6/2018,114620,114640,114590,114610
11/6/2018,114610,114610,114530,114560
11/6/2018,114540,114550,114480,114510
11/6/2018,114510,114590,114480,114560
11/6/2018,114550,114580,114530,114580
11/6/2018,114570,114600,114550,114590
11/6/2018,114580,114710,114580,114700
11/6/2018,114690,114700,114620,114620
11/6/2018,114620,114620,114590,114600
11/6/2018,114610,114610,114570,114590
11/6/2018,114570,114580,114540,114550
11/6/2018,114550,114600,114540,114540
11/6/2018,114530,114550,114470,114500
11/6/2018,114500,114500,114430,114450
11/6/2018,114430,114490,114420,114470
11/6/2018,114460,114500,114460,114480
11/6/2018,114490,114540,114470,114500
11/6/2018,114500,114500,114460,114470
11/6/2018,114480,114530,114460,114470
11/6/2018,114480,114480,114390,114450
11/6/2018,114450,114530,114420,114520
11/6/2018,114520,114550,114500,114520
11/6/2018,114520,114560,114490,114530
11/6/2018,114520,114550,114480,114540
11/6/2018,114550,114670,114520,114640
11/6/2018,114650,114650,114550,114650
11/6/2018,114650,114680,114590,114660
11/6/2018,114670,114690,114660,114690
11/6/2018,114690,114750,114650,114660
11/6/2018,114670,114720,114650,114660
11/6/2018,114670,114700,114660,114670
11/6/2018,114670,114680,114640,114640
11/6/2018,114650,114660,114630,114640
11/6/2018,114640,114650,114560,114570
11/6/2018,114570,114600,114540,114570
11/6/2018,114570,114570,114490,114520
11/6/2018,114520,114540,114490,114510
11/6/2018,114510,114520,114450,114460
11/6/2018,114470,114500,114430,114450
11/6/2018,114450,114460,114420,114460
11/6/2018,114450,114460,114420,114450
11/6/2018,114450,114450,114400,114420
11/6/2018,114440,114460,114410,114460
11/6/2018,114460,114500,114450,114470
11/6/2018,114480,114490,114460,114460
11/6/2018,114470,114470,114440,114460
11/6/2018,114450,114470,114430,114470
11/6/2018,114450,114530,114450,114510
11/6/2018,114500,114550,114500,114540
11/6/2018,114540,114540,114490,114510
11/6/2018,114510,114530,114480,114530
11/6/2018,114520,114550,114510,114550
11/6/2018,114560,114580,114540,114570
11/6/2018,114580,114590,114540,114540
11/6/2018,114540,114580,114530,114550
11/6/2018,114550,114600,114540,114600
11/6/2018,114590,114600,114560,114570
11/6/2018,114570,114600,114560,114600
11/6/2018,114590,114610,114580,114590
11/6/2018,114600,114610,114580,114610
11/6/2018,114610,114610,114580,114590
11/6/2018,114590,114630,114580,114610
11/6/2018,114610,114620,114570,114580
11/6/2018,114580,114580,114560,114570
11/6/2018,114570,114590,114550,114560
11/6/2018,114570,114590,114570,114590
11/6/2018,114590,114620,114590,114620
11/6/2018,114620,114640,114580,114590
11/6/2018,114580,114590,114560,114580
11/6/2018,114560,114570,114550,114550
11/6/2018,114550,114580,114540,114580
11/6/2018,114570,114600,114570,114600
11/6/2018,114600,114610,114580,114590
11/6/2018,114590,114630,114580,114590
11/6/2018,114600,114600,114540,114540
11/6/2018,114540,114570,114540,114550
11/6/2018,114540,114560,114540,114560
11/6/2018,114550,114570,114550,114560
11/6/2018,114570,114580,114540,114580
11/6/2018,114590,114600,114570,114570
11/6/2018,114580,114590,114570,114580
11/6/2018,114580,114600,114570,114600
11/6/2018,114590,114590,114580,114580
11/6/2018,114590,114630,114580,114580
11/6/2018,114590,114630,114590,114630
11/6/2018,114640,114680,114620,114640
11/6/2018,114650,114690,114640,114660
11/6/2018,114670,114680,114640,114650
11/6/2018,114660,114700,114660,114680
11/6/2018,114680,114710,114660,114690
11/6/2018,114690,114690,114670,114680
11/6/2018,114680,114680,114670,114670
11/6/2018,114660,114700,114650,114690
11/6/2018,114690,114730,114690,114690
11/6/2018,114710,114780,114710,114730
11/6/2018,114740,114770,114740,114750
11/6/2018,114740,114760,114730,114750
11/6/2018,114760,114770,114720,114720
11/6/2018,114710,114750,114710,114730
11/6/2018,114720,114730,114710,114730
11/6/2018,114740,114760,114710,114740
11/6/2018,114750,114750,114720,114720
11/6/2018,114720,114780,114720,114730
11/6/2018,114730,114740,114720,114730
11/6/2018,114710,114720,114690,114720
11/6/2018,114710,114710,114660,114690
11/6/2018,114690,114700,114660,114690
11/6/2018,114680,114700,114670,114670
11/6/2018,114680,114680,114660,114660
11/6/2018,114670,114690,114670,114690
11/6/2018,114680,114690,114660,114660
11/6/2018,114670,114680,114640,114640
11/6/2018,114640,114670,114620,114630
11/6/2018,114640,114710,114630,114710
11/6/2018,114690,114690,114650,114660
11/6/2018,114660,114690,114650,114680
11/6/2018,114680,114680,114670,114670
11/6/2018,114680,114680,114660,114680
11/6/2018,114690,114700,114680,114680
11/6/2018,114680,114720,114680,114690
11/6/2018,114700,114710,114690,114700
11/6/2018,114690,114700,114680,114680
11/6/2018,114680,114700,114670,114670
11/6/2018,114660,114670,114640,114640
11/6/2018,114640,114660,114630,114650
11/6/2018,114650,114680,114650,114680
11/6/2018,114680,114680,114650,114660
11/6/2018,114660,114690,114650,114690
11/6/2018,114690,114700,114690,114700
11/6/2018,114710,114750,114680,114740
11/6/2018,114720,114720,114700,114700
11/6/2018,114690,114720,114690,114700
11/6/2018,114680,114680,114650,114660
11/6/2018,114650,114650,114620,114630
11/6/2018,114630,114630,114590,114590
11/6/2018,114590,114600,114580,114590
11/6/2018,114590,114600,114590,114590
11/6/2018,114590,114590,114550,114560
11/6/2018,114550,114580,114550,114580
11/6/2018,114570,114590,114570,114580
11/6/2018,114570,114600,114570,114600
11/6/2018,114590,114600,114580,114580
11/6/2018,114580,114610,114570,114600
11/6/2018,114610,114640,114590,114600
11/6/2018,114620,114640,114610,114640
11/6/2018,114630,114640,114620,114620
11/6/2018,114620,114630,114610,114620
11/6/2018,114630,114640,114600,114630
11/6/2018,114630,114630,114590,114590
11/6/2018,114590,114630,114590,114620
11/6/2018,114630,114650,114610,114630
11/6/2018,114630,114690,114610,114690
11/6/2018,114680,114680,114650,114670
11/6/2018,114660,114690,114660,114690
11/6/2018,114680,114700,114670,114700
11/6/2018,114700,114710,114690,114690
11/6/2018,114690,114690,114670,114680
11/6/2018,114680,114720,114670,114700
11/6/2018,114710,114730,114700,114720
11/6/2018,114720,114750,114720,114740
11/6/2018,114730,114740,114710,114710
11/6/2018,114710,114720,114700,114710
11/6/2018,114710,114740,114710,114730
11/6/2018,114740,114840,114740,114800
11/6/2018,114790,114800,114760,114760
11/6/2018,114770,114800,114770,114790
11/6/2018,114800,114840,114790,114840
11/6/2018,114840,114870,114830,114860
11/6/2018,114860,114890,114840,114840
11/6/2018,114840,114870,114830,114860
11/6/2018,114840,114850,114810,114820
11/6/2018,114810,114830,114810,114820
11/6/2018,114810,114830,114780,114790
11/6/2018,114790,114800,114740,114770
11/6/2018,114780,114800,114740,114740
11/6/2018,114740,114770,114730,114740
11/6/2018,114740,114770,114740,114760
11/6/2018,114770,114800,114760,114780
11/6/2018,114780,114800,114770,114800
11/6/2018,114790,114810,114780,114790
11/6/2018,114800,114820,114780,114810
11/6/2018,114800,114840,114800,114810
11/6/2018,114800,114830,114790,114820
11/6/2018,114820,114840,114810,114820
11/6/2018,114810,114880,114810,114870
11/6/2018,114870,114870,114800,114830
11/6/2018,114840,114840,114800,114810
11/6/2018,114810,114810,114740,114760
11/6/2018,114750,114760,114720,114740
11/6/2018,114730,114740,114710,114730
11/6/2018,114720,114730,114710,114720
11/6/2018,114710,114710,114680,114690
11/6/2018,114690,114700,114670,114690
11/6/2018,114680,114690,114660,114660
11/6/2018,114670,114710,114650,114700
11/6/2018,114690,114700,114680,114690
11/6/2018,114680,114710,114680,114690
11/6/2018,114680,114680,114640,114660
11/6/2018,114680,114700,114630,114630
11/6/2018,114640,114700,114640,114690
11/6/2018,114680,114680,114610,114630
11/6/2018,114610,114650,114570,114650
11/6/2018,114640,114650,114590,114640
11/6/2018,114660,114690,114660,114670
11/6/2018,114680,114730,114680,114700
11/6/2018,114680,114700,114650,114670
11/6/2018,114670,114680,114630,114640
11/6/2018,114640,114680,114620,114630
11/6/2018,114640,114680,114630,114680
11/6/2018,114670,114670,114640,114640
11/6/2018,114640,114650,114630,114630
11/6/2018,114630,114650,114610,114630
11/6/2018,114620,114630,114610,114630
11/6/2018,114650,114670,114640,114640
11/6/2018,114670,114680,114610,114660
11/6/2018,114660,114660,114610,114620
11/6/2018,114620,114650,114620,114640
11/6/2018,114640,114670,114640,114650
11/6/2018,114660,114660,114630,114630
11/6/2018,114650,114660,114650,114660
11/6/2018,114670,114720,114670,114680
11/6/2018,114660,114670,114650,114670
11/6/2018,114670,114710,114670,114690
11/6/2018,114690,114710,114670,114690
11/6/2018,114690,114700,114690,114700
11/6/2018,114690,114690,114660,114660
11/6/2018,114660,114660,114630,114650
11/6/2018,114640,114680,114620,114660
11/6/2018,114660,114720,114660,114700
11/6/2018,114680,114690,114670,114670
11/6/2018,114670,114670,114630,114660
11/6/2018,114650,114660,114610,114630
11/6/2018,114630,114630,114560,114580
11/6/2018,114570,114580,114550,114570
11/6/2018,114580,114600,114550,114590
11/6/2018,114600,114660,114590,114630
11/6/2018,114620,114640,114620,114640
11/6/2018,114630,114670,114630,114660
11/6/2018,114670,114670,114620,114630
11/6/2018,114640,114640,114610,114630
11/6/2018,114640,114640,114590,114610
11/6/2018,114610,114610,114530,114550
11/6/2018,114550,114560,114470,114490
11/6/2018,114490,114520,114490,114520
11/6/2018,114530,114550,114500,114540
11/6/2018,114540,114550,114530,114540
11/6/2018,114540,114550,114520,114550
11/6/2018,114550,114550,114530,114550
11/6/2018,114550,114590,114550,114570
11/6/2018,114590,114620,114590,114600
11/6/2018,114600,114630,114590,114630
11/6/2018,114620,114630,114610,114610
11/6/2018,114610,114610,114580,114580
11/6/2018,114590,114600,114580,114580
11/6/2018,114580,114580,114570,114580
11/6/2018,114590,114630,114590,114610
11/6/2018,114610,114660,114600,114650
11/6/2018,114640,114640,114620,114620
11/6/2018,114620,114620,114570,114570
11/6/2018,114570,114590,114560,114560
11/6/2018,114560,114590,114560,114580
11/6/2018,114580,114580,114520,114530
11/6/2018,114520,114580,114490,114570
11/6/2018,114570,114600,114570,114600
11/6/2018,114590,114600,114540,114550
11/6/2018,114550,114590,114540,114580
11/6/2018,114580,114580,114550,114560
11/6/2018,114570,114580,114530,114530
11/6/2018,114530,114580,114530,114550
11/6/2018,114530,114560,114530,114540
11/6/2018,114540,114550,114520,114540
11/6/2018,114540,114540,114510,114510
11/6/2018,114520,114580,114510,114580
11/6/2018,114560,114580,114550,114570
11/6/2018,114550,114550,114510,114510
11/6/2018,114530,114570,114520,114550
11/6/2018,114550,114630,114550,114620
11/6/2018,114610,114630,114600,114610
11/6/2018,114610,114640,114600,114630
11/6/2018,114630,114660,114630,114640
11/6/2018,114640,114660,114620,114630
11/6/2018,114640,114970,114610,114700
12/4/2018,115150,115470,114920,115170
12/4/2018,115180,115220,115020,115150
12/4/2018,115150,115190,115100,115160
12/4/2018,115160,115200,115050,115050
12/4/2018,115050,115110,114910,115110
12/4/2018,115080,115130,115000,115080
12/4/2018,115070,115140,115050,115120
12/4/2018,115110,115140,115030,115060
12/4/2018,115070,115080,114970,115010
12/4/2018,115000,115020,114940,115010
12/4/2018,115000,115040,114970,114990
12/4/2018,114980,115020,114960,114980
12/4/2018,114990,115060,114990,114990
12/4/2018,115000,115010,114920,114930
12/4/2018,114930,114940,114820,114860
12/4/2018,114860,114930,114810,114890
12/4/2018,114890,114960,114870,114940
12/4/2018,114930,114940,114870,114910
12/4/2018,114890,114930,114870,114920
12/4/2018,114920,115000,114900,114990
12/4/2018,114990,115020,114900,114980
12/4/2018,114990,115000,114920,114960
12/4/2018,114950,115030,114910,115010
12/4/2018,115010,115090,114980,115070
12/4/2018,115060,115100,115020,115020
12/4/2018,115020,115090,115000,115030
12/4/2018,115020,115110,115020,115070
12/4/2018,115070,115080,115000,115000
12/4/2018,115000,115020,114960,114980
12/4/2018,114980,115010,114960,114970
12/4/2018,114980,115010,114940,114990
12/4/2018,115000,115000,114980,114990
12/4/2018,114990,115050,114990,115040
12/4/2018,115040,115050,114940,114980
12/4/2018,114980,114990,114880,114900
12/4/2018,114900,114940,114870,114930
12/4/2018,114930,114960,114920,114950
12/4/2018,114950,114980,114930,114970
12/4/2018,114970,114980,114930,114980
12/4/2018,114980,114990,114940,114940
12/4/2018,114940,114970,114900,114970
12/4/2018,114960,114980,114930,114970
12/4/2018,114970,115010,114940,114970
12/4/2018,114970,115030,114940,114960
12/4/2018,114960,115000,114940,114960
12/4/2018,114950,114960,114900,114930
12/4/2018,114940,114980,114920,114950
12/4/2018,114940,114970,114910,114970
12/4/2018,114970,115020,114960,115010
12/4/2018,115010,115060,114970,115000
12/4/2018,115010,115020,114960,114960
12/4/2018,114970,115020,114970,115020
12/4/2018,115010,115030,115000,115020
12/4/2018,115020,115020,114930,114930
12/4/2018,114930,114980,114910,114930
12/4/2018,114920,114930,114870,114920
12/4/2018,114920,114940,114890,114920
12/4/2018,114920,114920,114870,114890
12/4/2018,114880,114910,114840,114870
12/4/2018,114860,114900,114830,114830
12/4/2018,114850,115010,114820,114990
12/4/2018,114990,115010,114930,115000
12/4/2018,115000,115050,114980,115020
12/4/2018,115030,115040,114990,115040
12/4/2018,115040,115080,115020,115080
12/4/2018,115060,115100,115010,115100
12/4/2018,115090,115100,115060,115090
12/4/2018,115070,115080,114980,115030
12/4/2018,115030,115040,115000,115020
12/4/2018,115000,115020,114980,115000
12/4/2018,114990,115010,114960,114980
12/4/2018,114980,115050,114980,115030
12/4/2018,115030,115080,115020,115080
12/4/2018,115090,115140,115050,115110
12/4/2018,115100,115100,115050,115090
12/4/2018,115100,115140,115090,115130
12/4/2018,115140,115160,115080,115140
12/4/2018,115150,115170,115100,115120
12/4/2018,115130,115140,115100,115130
12/4/2018,115140,115150,115110,115150
12/4/2018,115150,115160,115130,115150
12/4/2018,115150,115230,115130,115230
12/4/2018,115220,115220,115160,115210
12/4/2018,115210,115290,115210,115280
12/4/2018,115280,115300,115230,115240
12/4/2018,115250,115320,115250,115310
12/4/2018,115310,115350,115280,115300
12/4/2018,115290,115320,115260,115270
12/4/2018,115260,115290,115240,115280
12/4/2018,115290,115290,115230,115250
12/4/2018,115260,115290,115220,115240
12/4/2018,115240,115250,115220,115250
12/4/2018,115240,115310,115230,115240
12/4/2018,115240,115260,115220,115230
12/4/2018,115240,115240,115210,115240
12/4/2018,115240,115250,115200,115250
12/4/2018,115250,115280,115210,115210
12/4/2018,115210,115240,115200,115230
12/4/2018,115230,115280,115220,115250
12/4/2018,115240,115260,115170,115200
12/4/2018,115200,115240,115170,115220
12/4/2018,115220,115220,115160,115210
12/4/2018,115200,115240,115190,115220
12/4/2018,115230,115260,115210,115260
12/4/2018,115260,115290,115250,115280
12/4/2018,115280,115310,115240,115310
12/4/2018,115310,115410,115300,115370
12/4/2018,115380,115410,115330,115390
12/4/2018,115390,115440,115390,115430
12/4/2018,115430,115500,115430,115480
12/4/2018,115490,115550,115470,115520
12/4/2018,115520,115530,115470,115510
12/4/2018,115510,115530,115450,115490
12/4/2018,115490,115500,115460,115470
12/4/2018,115480,115580,115480,115560
12/4/2018,115550,115620,115520,115620
12/4/2018,115610,115640,115570,115610
12/4/2018,115610,115630,115560,115590
12/4/2018,115590,115750,115570,115710
12/4/2018,115720,115830,115710,115750
12/4/2018,115750,115810,115720,115750
12/4/2018,115760,115770,115700,115710
12/4/2018,115710,115770,115700,115740
12/4/2018,115730,115750,115680,115690
12/4/2018,115690,115730,115660,115670
12/4/2018,115670,115680,115630,115670
12/4/2018,115660,115700,115620,115640
12/4/2018,115650,115690,115630,115660
12/4/2018,115660,115670,115590,115590
12/4/2018,115590,115620,115570,115620
12/4/2018,115610,115630,115560,115560
12/4/2018,115570,115610,115550,115590
12/4/2018,115600,115610,115560,115610
12/4/2018,115600,115640,115590,115620
12/4/2018,115620,115630,115560,115590
12/4/2018,115590,115610,115510,115530
12/4/2018,115540,115580,115530,115550
12/4/2018,115550,115570,115520,115530
12/4/2018,115530,115540,115450,115480
12/4/2018,115470,115510,115460,115480
12/4/2018,115470,115520,115460,115520
12/4/2018,115530,115540,115470,115500
12/4/2018,115500,115510,115470,115500
12/4/2018,115500,115500,115460,115470
12/4/2018,115470,115500,115430,115480
12/4/2018,115480,115490,115420,115470
12/4/2018,115470,115490,115430,115460
12/4/2018,115460,115490,115420,115430
12/4/2018,115440,115460,115420,115460
12/4/2018,115440,115490,115440,115470
12/4/2018,115470,115580,115470,115540
12/4/2018,115530,115580,115510,115530
12/4/2018,115530,115530,115480,115500
12/4/2018,115490,115520,115460,115470
12/4/2018,115480,115500,115460,115470
12/4/2018,115470,115500,115420,115450
12/4/2018,115470,115560,115460,115520
12/4/2018,115530,115540,115420,115480
12/4/2018,115480,115480,115370,115380
12/4/2018,115380,115480,115370,115460
12/4/2018,115470,115510,115420,115420
12/4/2018,115440,115460,115360,115450
12/4/2018,115450,115450,115360,115390
12/4/2018,115390,115410,115360,115360
12/4/2018,115360,115420,115360,115400
12/4/2018,115400,115410,115370,115410
12/4/2018,115420,115450,115410,115440
12/4/2018,115450,115450,115420,115440
12/4/2018,115440,115480,115430,115460
12/4/2018,115460,115530,115450,115520
12/4/2018,115520,115530,115450,115490
12/4/2018,115500,115560,115480,115540
12/4/2018,115540,115620,115520,115600
12/4/2018,115580,115690,115580,115620
12/4/2018,115630,115680,115580,115610
12/4/2018,115610,115640,115560,115580
12/4/2018,115590,115630,115590,115610
12/4/2018,115610,115630,115570,115580
12/4/2018,115580,115580,115550,115570
12/4/2018,115570,115590,115550,115580
12/4/2018,115590,115620,115540,115600
12/4/2018,115600,115610,115540,115550
12/4/2018,115560,115570,115450,115460
12/4/2018,115460,115490,115410,115440
12/4/2018,115440,115520,115440,115520
12/4/2018,115520,115520,115420,115460
12/4/2018,115460,115500,115450,115470
12/4/2018,115490,115490,115470,115470
12/4/2018,115480,115530,115480,115500
12/4/2018,115500,115500,115450,115480
12/4/2018,115480,115510,115470,115510
12/4/2018,115510,115530,115460,115470
12/4/2018,115470,115490,115430,115470
12/4/2018,115460,115490,115400,115490
12/4/2018,115480,115540,115470,115520
12/4/2018,115530,115530,115490,115500
12/4/2018,115500,115520,115500,115510
12/4/2018,115520,115550,115520,115530
12/4/2018,115530,115530,115500,115520
12/4/2018,115510,115520,115440,115450
12/4/2018,115450,115490,115440,115490
12/4/2018,115490,115490,115460,115480
12/4/2018,115480,115540,115480,115530
12/4/2018,115530,115560,115520,115560
12/4/2018,115560,115560,115500,115540
12/4/2018,115540,115540,115520,115530
12/4/2018,115540,115550,115510,115540
12/4/2018,115540,115540,115490,115540
12/4/2018,115540,115560,115530,115540
12/4/2018,115530,115600,115530,115600
12/4/2018,115590,115620,115570,115610
12/4/2018,115610,115630,115540,115550
12/4/2018,115550,115570,115520,115560
12/4/2018,115560,115570,115530,115550
12/4/2018,115550,115560,115520,115520
12/4/2018,115520,115590,115520,115570
12/4/2018,115570,115600,115540,115550
12/4/2018,115550,115570,115530,115570
12/4/2018,115570,115570,115540,115540
12/4/2018,115540,115560,115410,115460
12/4/2018,115450,115530,115450,115520
12/4/2018,115520,115590,115510,115570
12/4/2018,115580,115580,115510,115520
12/4/2018,115520,115550,115500,115510
12/4/2018,115510,115540,115490,115500
12/4/2018,115490,115510,115470,115500
12/4/2018,115500,115500,115460,115460
12/4/2018,115470,115480,115440,115470
12/4/2018,115460,115480,115420,115460
12/4/2018,115470,115470,115410,115460
12/4/2018,115470,115490,115440,115450
12/4/2018,115450,115490,115450,115480
12/4/2018,115480,115490,115470,115490
12/4/2018,115480,115480,115410,115420
12/4/2018,115420,115460,115410,115440
12/4/2018,115450,115460,115390,115460
12/4/2018,115440,115470,115430,115460
12/4/2018,115460,115480,115450,115470
12/4/2018,115470,115490,115460,115470
12/4/2018,115490,115530,115490,115510
12/4/2018,115530,115570,115520,115570
12/4/2018,115560,115600,115550,115570
12/4/2018,115580,115600,115540,115560
12/4/2018,115560,115600,115560,115600
12/4/2018,115600,115600,115530,115600
12/4/2018,115600,115600,115570,115600
12/4/2018,115600,115620,115580,115610
12/4/2018,115620,115620,115570,115580
12/4/2018,115580,115600,115550,115570
12/4/2018,115590,115620,115580,115620
12/4/2018,115620,115630,115570,115570
12/4/2018,115570,115680,115570,115670
12/4/2018,115670,115680,115610,115610
12/4/2018,115620,115690,115600,115660
12/4/2018,115670,115690,115650,115670
12/4/2018,115670,115680,115620,115680
12/4/2018,115670,115690,115660,115660
12/4/2018,115670,115680,115650,115660
12/4/2018,115670,115690,115630,115640
12/4/2018,115650,115660,115630,115640
12/4/2018,115640,115650,115620,115640
12/4/2018,115640,115640,115600,115620
12/4/2018,115610,115630,115600,115610
12/4/2018,115610,115630,115600,115620
12/4/2018,115610,115660,115580,115580
12/4/2018,115580,115660,115580,115620
12/4/2018,115620,115640,115580,115610
12/4/2018,115620,115620,115580,115580
12/4/2018,115580,115590,115560,115590
12/4/2018,115590,115630,115570,115620
12/4/2018,115620,115630,115590,115630
12/4/2018,115620,115620,115570,115590
12/4/2018,115600,115600,115570,115590
12/4/2018,115600,115630,115590,115590
12/4/2018,115600,115650,115600,115650
12/4/2018,115640,115650,115610,115610
12/4/2018,115600,115610,115550,115600
12/4/2018,115610,115630,115600,115620
12/4/2018,115610,115610,115580,115580
12/4/2018,115590,115600,115530,115570
12/4/2018,115570,115580,115530,115530
12/4/2018,115530,115550,115510,115520
12/4/2018,115520,115560,115500,115530
12/4/2018,115530,115550,115470,115480
12/4/2018,115490,115500,115460,115490
12/4/2018,115490,115550,115470,115480
12/4/2018,115490,115510,115470,115500
12/4/2018,115490,115500,115460,115480
12/4/2018,115480,115480,115430,115480
12/4/2018,115460,115460,115400,115450
12/4/2018,115450,115460,115410,115410
12/4/2018,115410,115430,115370,115410
12/4/2018,115400,115430,115390,115400
12/4/2018,115400,115440,115380,115420
12/4/2018,115430,115440,115410,115440
12/4/2018,115440,115440,115410,115410
12/4/2018,115420,115470,115410,115440
12/4/2018,115430,115430,115390,115420
12/4/2018,115410,115440,115390,115430
12/4/2018,115430,115460,115420,115440
12/4/2018,115440,115500,115440,115460
12/4/2018,115460,115530,115460,115480
12/4/2018,115490,115510,115480,115500
12/4/2018,115500,115510,115460,115480
12/4/2018,115490,115500,115460,115460
12/4/2018,115470,115470,115430,115450
12/4/2018,115430,115460,115420,115430
12/4/2018,115430,115430,115270,115340
12/4/2018,115330,115340,115290,115320
12/4/2018,115310,115330,115210,115270
12/4/2018,115270,115300,115250,115290
12/4/2018,115280,115340,115280,115340
12/4/2018,115330,115340,115310,115320
12/4/2018,115310,115330,115280,115320
12/4/2018,115330,115340,115310,115320
12/4/2018,115330,115370,115320,115360
12/4/2018,115360,115400,115360,115390
12/4/2018,115390,115400,115340,115360
12/4/2018,115370,115390,115360,115390
12/4/2018,115380,115430,115380,115400
12/4/2018,115410,115450,115400,115440
12/4/2018,115420,115430,115370,115370
12/4/2018,115380,115410,115350,115400
12/4/2018,115390,115440,115380,115410
12/4/2018,115430,115440,115410,115420
12/4/2018,115430,115440,115410,115410
12/4/2018,115420,115420,115370,115370
12/4/2018,115380,115390,115370,115390
12/4/2018,115380,115390,115370,115390
12/4/2018,115390,115420,115390,115410
12/4/2018,115400,115430,115370,115370
12/4/2018,115370,115410,115360,115410
12/4/2018,115400,115430,115380,115380
12/4/2018,115390,115430,115380,115410
12/4/2018,115410,115420,115360,115380
12/4/2018,115390,115400,115360,115380
12/4/2018,115380,115390,115350,115370
12/4/2018,115370,115400,115360,115390
12/4/2018,115390,115400,115370,115390
12/4/2018,115390,115430,115390,115410
12/4/2018,115410,115430,115380,115410
12/4/2018,115410,115430,115380,115380
12/4/2018,115400,115420,115390,115420
12/4/2018,115420,115430,115410,115430
12/4/2018,115420,115430,115390,115420
12/4/2018,115420,115430,115390,115400
12/4/2018,115390,115410,115380,115400
12/4/2018,115390,115410,115370,115390
12/4/2018,115390,115400,115380,115380
12/4/2018,115390,115410,115380,115390
12/4/2018,115390,115400,115360,115390
12/4/2018,115380,115420,115380,115420
12/4/2018,115420,115430,115400,115410
12/4/2018,115390,115400,115340,115360
12/4/2018,115370,115380,115330,115360
12/4/2018,115370,115390,115320,115330
