Дата,Открытие,Закрытие,Макс,Мин
10/4/2018,115520,115550,115500,115500
10/4/2018,115510,115510,115440,115470
10/4/2018,115490,115490,115420,115450
10/4/2018,115470,115470,115390,115410
10/4/2018,115420,115460,115410,115450
10/4/2018,115450,115470,115400,115430
10/4/2018,115440,115440,115400,115420
10/4/2018,115420,115420,115330,115330
10/4/2018,115330,115370,115320,115330
10/4/2018,115330,115330,115240,115300
10/4/2018,115280,115330,115260,115320
10/4/2018,115310,115390,115310,115390
10/4/2018,115390,115390,115330,115340
10/4/2018,115350,115400,115300,115330
10/4/2018,115340,115410,115340,115410
10/4/2018,115420,115480,115400,115480
10/4/2018,115470,115520,115420,115470
10/4/2018,115470,115510,115430,115480
10/4/2018,115480,115510,115430,115430
10/4/2018,115390,115390,114930,114980
10/4/2018,114970,115150,114890,115130
10/4/2018,115120,115130,115060,115090
10/4/2018,115100,115190,115080,115170
10/4/2018,115180,115190,115130,115160
10/4/2018,115150,115150,115070,115090
10/4/2018,115100,115120,115050,115050
10/4/2018,115050,115120,115050,115070
10/4/2018,115060,115080,114970,114970
10/4/2018,114980,115040,114980,115030
10/4/2018,115030,115040,114940,114940
10/4/2018,114940,114950,114880,114900
10/4/2018,114890,114930,114830,114890
10/4/2018,114900,114960,114890,114890
10/4/2018,114890,114910,114850,114870
10/4/2018,114850,114890,114840,114840
10/4/2018,114840,114860,114790,114790
10/4/2018,114790,114890,114780,114830
10/4/2018,114830,114860,114800,114830
10/4/2018,114830,114830,114770,114780
10/4/2018,114790,114800,114750,114770
10/4/2018,114770,114800,114710,114720
10/4/2018,114720,114850,114710,114790
10/4/2018,114810,114820,114750,114820
10/4/2018,114820,114820,114670,114700
10/4/2018,114700,114750,114660,114710
10/4/2018,114720,114790,114710,114770
10/4/2018,114760,114840,114760,114820
10/4/2018,114820,115010,114810,114890
10/4/2018,114890,114950,114870,114920
10/4/2018,114920,115020,114920,114970
10/4/2018,114970,114990,114890,114910
10/4/2018,114920,114920,114850,114870
10/4/2018,114880,114900,114860,114880
10/4/2018,114890,114940,114870,114910
10/4/2018,114910,114950,114890,114920
10/4/2018,114910,114970,114910,114970
10/4/2018,114970,114990,114930,114940
10/4/2018,114940,114980,114920,114970
10/4/2018,114980,114980,114940,114950
10/4/2018,114950,115070,114940,114980
10/4/2018,114980,115010,114950,115010
10/4/2018,114990,115050,114970,115030
10/4/2018,115020,115060,114990,115000
10/4/2018,115010,115060,114990,115040
10/4/2018,115060,115060,115020,115040
10/4/2018,115040,115040,114980,114990
10/4/2018,114980,114990,114890,114890
10/4/2018,114900,114940,114880,114900
10/4/2018,114920,114970,114910,114950
10/4/2018,114950,114970,114900,114910
10/4/2018,114900,114900,114870,114890
10/4/2018,114890,114940,114880,114910
10/4/2018,114920,114940,114850,114880
10/4/2018,114880,114900,114850,114860
10/4/2018,114880,114900,114810,114830
10/4/2018,114810,114830,114770,114800
10/4/2018,114810,114850,114780,114790
10/4/2018,114790,114820,114780,114800
10/4/2018,114800,114860,114780,114850
10/4/2018,114860,114890,114840,114860
10/4/2018,114870,114870,114810,114820
10/4/2018,114820,114850,114780,114790
10/4/2018,114790,114800,114750,114750
10/4/2018,114740,114800,114730,114790
10/4/2018,114780,114810,114760,114760
10/4/2018,114770,114790,114670,114680
10/4/2018,114680,114780,114680,114740
10/4/2018,114740,114760,114710,114760
10/4/2018,114750,114750,114730,114750
10/4/2018,114750,114850,114750,114820
10/4/2018,114810,114850,114790,114850
10/4/2018,114850,114860,114780,114800
10/4/2018,114810,114810,114770,114790
10/4/2018,114790,114860,114790,114840
10/4/2018,114830,114860,114780,114790
10/4/2018,114780,114820,114780,114810
10/4/2018,114800,114850,114790,114840
10/4/2018,114840,114850,114810,114840
10/4/2018,114860,114880,114830,114840
10/4/2018,114840,114860,114810,114830
10/4/2018,114840,114840,114790,114800
10/4/2018,114800,114820,114780,114800
10/4/2018,114800,114850,114800,114830
10/4/2018,114810,114820,114710,114740
10/4/2018,114740,114790,114730,114730
10/4/2018,114720,114730,114600,114630
10/4/2018,114620,114660,114600,114600
10/4/2018,114600,114620,114560,114590
10/4/2018,114580,114650,114560,114630
10/4/2018,114640,114650,114550,114550
10/4/2018,114560,114590,114550,114580
10/4/2018,114570,114590,114560,114580
10/4/2018,114580,114620,114580,114580
10/4/2018,114590,114600,114550,114550
10/4/2018,114560,114590,114550,114560
10/4/2018,114560,114590,114550,114590
10/4/2018,114570,114620,114570,114580
10/4/2018,114580,114630,114560,114630
10/4/2018,114620,114710,114610,114690
10/4/2018,114690,114700,114600,114630
10/4/2018,114630,114670,114610,114640
10/4/2018,114640,114640,114600,114610
10/4/2018,114620,114640,114600,114610
10/4/2018,114610,114610,114550,114580
10/4/2018,114580,114590,114550,114560
10/4/2018,114570,114590,114530,114580
10/4/2018,114580,114650,114570,114630
10/4/2018,114630,114630,114580,114620
10/4/2018,114610,114610,114550,114580
10/4/2018,114570,114580,114500,114530
10/4/2018,114530,114560,114510,114530
10/4/2018,114540,114560,114510,114550
10/4/2018,114550,114640,114540,114630
10/4/2018,114630,114640,114580,114580
10/4/2018,114590,114610,114560,114570
10/4/2018,114570,114600,114540,114540
10/4/2018,114530,114560,114480,114560
10/4/2018,114550,114580,114540,114580
10/4/2018,114570,114600,114570,114590
10/4/2018,114580,114580,114510,114550
10/4/2018,114550,114570,114530,114540
10/4/2018,114530,114570,114520,114570
10/4/2018,114570,114590,114570,114570
10/4/2018,114570,114570,114450,114460
10/4/2018,114460,114470,114430,114460
10/4/2018,114460,114510,114460,114460
10/4/2018,114470,114500,114460,114500
10/4/2018,114500,114530,114480,114530
10/4/2018,114530,114550,114510,114520
10/4/2018,114520,114540,114450,114500
10/4/2018,114510,114510,114450,114470
10/4/2018,114470,114490,114450,114470
10/4/2018,114470,114470,114410,114410
10/4/2018,114410,114430,114390,114430
10/4/2018,114430,114460,114380,114420
10/4/2018,114410,114440,114360,114420
10/4/2018,114410,114460,114410,114420
10/4/2018,114430,114480,114410,114450
10/4/2018,114460,114480,114410,114420
10/4/2018,114430,114460,114420,114450
10/4/2018,114450,114480,114450,114450
10/4/2018,114480,114490,114430,114490
10/4/2018,114500,114530,114470,114480
10/4/2018,114480,114580,114480,114530
10/4/2018,114520,114550,114500,114530
10/4/2018,114520,114530,114490,114520
10/4/2018,114520,114580,114510,114550
10/4/2018,114550,114600,114550,114600
10/4/2018,114600,114620,114570,114590
10/4/2018,114580,114580,114540,114550
10/4/2018,114560,114670,114550,114630
10/4/2018,114640,114770,114620,114730
10/4/2018,114730,114780,114720,114750
10/4/2018,114750,114770,114730,114760
10/4/2018,114750,114770,114690,114690
10/4/2018,114680,114700,114620,114650
10/4/2018,114660,114710,114660,114690
10/4/2018,114680,114700,114650,114680
10/4/2018,114690,114700,114660,114680
10/4/2018,114670,114690,114650,114680
10/4/2018,114690,114760,114680,114690
10/4/2018,114680,114690,114630,114630
10/4/2018,114640,114700,114640,114670
10/4/2018,114690,114710,114670,114700
10/4/2018,114710,114770,114710,114730
10/4/2018,114740,114770,114730,114770
10/4/2018,114770,114780,114740,114760
10/4/2018,114760,114800,114740,114770
10/4/2018,114770,114830,114770,114790
10/4/2018,114800,114820,114760,114760
10/4/2018,114770,114780,114750,114770
10/4/2018,114770,114800,114760,114790
10/4/2018,114790,114800,114780,114790
10/4/2018,114800,114840,114790,114830
10/4/2018,114810,114830,114770,114790
10/4/2018,114780,114780,114710,114720
10/4/2018,114710,114800,114710,114770
10/4/2018,114760,114840,114730,114810
10/4/2018,114800,114840,114800,114820
10/4/2018,114820,114850,114820,114850
10/4/2018,114850,114870,114840,114860
10/4/2018,114860,114880,114840,114840
10/4/2018,114840,114920,114840,114890
10/4/2018,114900,114920,114880,114910
10/4/2018,114910,114920,114880,114880
10/4/2018,114880,114900,114860,114870
10/4/2018,114870,114910,114860,114910
10/4/2018,114900,114920,114890,114890
10/4/2018,114900,114900,114870,114870
10/4/2018,114880,114910,114860,114880
10/4/2018,114880,114880,114820,114820
10/4/2018,114830,114850,114790,114810
10/4/2018,114820,114870,114810,114870
10/4/2018,114860,114880,114830,114830
10/4/2018,114840,114840,114770,114790
10/4/2018,114790,114800,114780,114780
10/4/2018,114780,114840,114750,114750
10/4/2018,114760,114810,114760,114770
10/4/2018,114780,114780,114700,114750
10/4/2018,114740,114760,114730,114740
10/4/2018,114740,114750,114710,114710
10/4/2018,114710,114720,114670,114670
10/4/2018,114680,114700,114630,114640
10/4/2018,114650,114660,114610,114620
10/4/2018,114620,114630,114570,114570
10/4/2018,114580,114650,114570,114590
10/4/2018,114600,114660,114580,114620
10/4/2018,114630,114630,114560,114580
10/4/2018,114580,114580,114550,114550
10/4/2018,114550,114580,114550,114570
10/4/2018,114560,114570,114550,114550
10/4/2018,114550,114570,114540,114550
10/4/2018,114560,114560,114480,114500
10/4/2018,114490,114540,114480,114520
10/4/2018,114510,114530,114500,114510
10/4/2018,114520,114560,114520,114560
10/4/2018,114560,114560,114520,114540
10/4/2018,114550,114550,114480,114540
10/4/2018,114540,114610,114540,114610
10/4/2018,114620,114660,114620,114660
10/4/2018,114660,114660,114610,114620
10/4/2018,114610,114650,114590,114620
10/4/2018,114610,114690,114600,114680
10/4/2018,114670,114670,114620,114670
10/4/2018,114680,114690,114620,114650
10/4/2018,114640,114640,114590,114590
10/4/2018,114610,114610,114530,114560
10/4/2018,114560,114580,114550,114580
10/4/2018,114580,114630,114580,114630
10/4/2018,114620,114650,114550,114570
10/4/2018,114570,114570,114420,114450
10/4/2018,114450,114470,114410,114450
10/4/2018,114460,114480,114360,114400
10/4/2018,114390,114400,114320,114370
10/4/2018,114360,114490,114360,114480
10/4/2018,114470,114500,114470,114470
10/4/2018,114470,114500,114470,114490
10/4/2018,114500,114500,114470,114470
10/4/2018,114490,114490,114440,114460
10/4/2018,114460,114470,114390,114400
10/4/2018,114410,114430,114390,114430
10/4/2018,114430,114480,114420,114470
10/4/2018,114480,114490,114430,114430
10/4/2018,114430,114440,114430,114440
10/4/2018,114430,114430,114370,114400
10/4/2018,114400,114410,114360,114370
10/4/2018,114380,114410,114360,114410
10/4/2018,114410,114420,114380,114400
10/4/2018,114400,114410,114380,114410
10/4/2018,114400,114440,114400,114420
10/4/2018,114430,114430,114390,114410
10/4/2018,114420,114430,114390,114390
10/4/2018,114380,114400,114370,114400
10/4/2018,114400,114480,114380,114470
10/4/2018,114470,114490,114430,114430
10/4/2018,114440,114440,114410,114430
10/4/2018,114410,114420,114350,114380
10/4/2018,114380,114400,114370,114400
10/4/2018,114400,114410,114360,114360
10/4/2018,114370,114480,114370,114450
10/4/2018,114450,114540,114440,114520
10/4/2018,114520,114630,114510,114630
10/4/2018,114630,114630,114590,114600
10/4/2018,114600,114620,114590,114620
10/4/2018,114620,114660,114590,114640
10/4/2018,114660,114660,114610,114620
10/4/2018,114610,114610,114560,114590
10/4/2018,114580,114580,114540,114540
10/4/2018,114540,114550,114480,114500
10/4/2018,114510,114520,114480,114490
10/4/2018,114490,114510,114410,114410
10/4/2018,114410,114420,114370,114390
10/4/2018,114380,114390,114310,114310
10/4/2018,114310,114330,114270,114290
10/4/2018,114290,114300,114250,114260
10/4/2018,114270,114270,114260,114260
10/4/2018,114270,114300,114260,114280
10/4/2018,114290,114300,114270,114300
10/4/2018,114290,114330,114290,114320
10/4/2018,114310,114330,114290,114330
10/4/2018,114320,114320,114260,114270
10/4/2018,114280,114310,114250,114260
10/4/2018,114280,114290,114250,114250
10/4/2018,114260,114340,114250,114290
11/6/2018,113400,113980,113400,113800
11/6/2018,113800,113950,113770,113790
11/6/2018,113780,113800,113670,113760
11/6/2018,113770,113850,113740,113850
11/6/2018,113850,113860,113780,113810
11/6/2018,113800,113880,113740,113790
11/6/2018,113780,113780,113720,113740
11/6/2018,113740,113790,113720,113740
11/6/2018,113730,113810,113730,113810
11/6/2018,113800,113850,113750,113790
11/6/2018,113800,113890,113790,113860
11/6/2018,113870,113870,113780,113850
11/6/2018,113850,113860,113800,113810
11/6/2018,113810,113830,113690,113700
11/6/2018,113710,113820,113710,113730
11/6/2018,113740,113750,113690,113730
11/6/2018,113720,113720,113650,113700
11/6/2018,113690,113720,113630,113720
11/6/2018,113720,113730,113670,113670
11/6/2018,113670,113690,113610,113660
11/6/2018,113660,113690,113640,113690
11/6/2018,113680,113770,113680,113750
11/6/2018,113750,113780,113740,113760
11/6/2018,113760,113760,113730,113730
11/6/2018,113720,113730,113660,113700
11/6/2018,113710,113710,113670,113710
11/6/2018,113710,113770,113700,113750
11/6/2018,113750,113750,113660,113690
11/6/2018,113690,113710,113650,113690
11/6/2018,113700,113710,113670,113680
11/6/2018,113680,113690,113650,113660
11/6/2018,113660,113700,113650,113680
11/6/2018,113680,113720,113680,113720
11/6/2018,113720,113780,113710,113720
11/6/2018,113720,113750,113720,113750
11/6/2018,113750,113780,113740,113750
11/6/2018,113740,113790,113740,113780
11/6/2018,113790,113950,113780,113940
11/6/2018,113940,114160,113940,114140
11/6/2018,114150,114220,114130,114180
11/6/2018,114180,114320,114180,114200
11/6/2018,114220,114300,114190,114260
11/6/2018,114260,114300,114210,114230
11/6/2018,114230,114350,114230,114300
11/6/2018,114310,114350,114280,114310
11/6/2018,114310,114350,114220,114240
11/6/2018,114240,114280,114200,114220
11/6/2018,114230,114250,114210,114220
11/6/2018,114220,114250,114210,114220
11/6/2018,114220,114260,114180,114200
11/6/2018,114200,114270,114190,114240
11/6/2018,114240,114280,114230,114270
11/6/2018,114270,114320,114250,114290
11/6/2018,114290,114300,114190,114210
11/6/2018,114210,114240,114170,114180
11/6/2018,114180,114200,114160,114170
11/6/2018,114180,114190,114150,114150
11/6/2018,114150,114170,114090,114120
11/6/2018,114130,114200,114110,114180
11/6/2018,114180,114230,114160,114230
11/6/2018,114230,114280,114170,114270
11/6/2018,114280,114320,114200,114220
11/6/2018,114220,114220,114120,114150
11/6/2018,114160,114180,114130,114160
11/6/2018,114170,114180,114130,114160
11/6/2018,114170,114220,114160,114200
11/6/2018,114200,114210,114170,114180
11/6/2018,114180,114240,114180,114190
11/6/2018,114200,114260,114140,114210
11/6/2018,114220,114240,114160,114190
11/6/2018,114200,114300,114200,114280
11/6/2018,114280,114470,114270,114430
11/6/2018,114440,114580,114420,114570
11/6/2018,114560,114600,114480,114580
11/6/2018,114570,114650,114560,114630
11/6/2018,114630,114660,114590,114590
11/6/2018,114600,114610,114510,114520
11/6/2018,114520,114590,114510,114530
11/6/2018,114540,114540,114430,114450
11/6/2018,114450,114520,114440,114490
11/6/2018,114490,114520,114480,114500
11/6/2018,114510,114530,114460,114490
11/6/2018,114470,114500,114440,114440
11/6/2018,114440,114500,114430,114500
11/6/2018,114500,114550,114470,114510
11/6/2018,114510,114530,114490,114520
11/6/2018,114530,114590,114520,114540
11/6/2018,114540,114560,114500,114520
11/6/2018,114530,114550,114480,114490
11/6/2018,114480,114490,114410,114460
11/6/2018,114460,114470,114410,114440
11/6/2018,114440,114520,114420,114480
11/6/2018,114470,114490,114440,114460
11/6/2018,114470,114510,114470,114490
11/6/2018,114490,114500,114460,114480
11/6/2018,114480,114530,114470,114470
11/6/2018,114470,114550,114460,114520
11/6/2018,114510,114530,114480,114500
11/6/2018,114500,114500,114430,114460
11/6/2018,114450,114500,114450,114470
11/6/2018,114470,114540,114450,114530
11/6/2018,114530,114550,114510,114550
11/6/2018,114540,114590,114530,114550
11/6/2018,114540,114590,114530,114540
11/6/2018,114550,114590,114550,114570
11/6/2018,114570,114590,114500,114530
11/6/2018,114540,114550,114460,114500
11/6/2018,114480,114520,114420,114440
11/6/2018,114440,114490,114430,114480
11/6/2018,114500,114540,114490,114540
11/6/2018,114530,114540,114490,114490
11/6/2018,114490,114520,114480,114480
11/6/2018,114470,114500,114460,114490
11/6/2018,114480,114540,114460,114520
11/6/2018,114520,114570,114500,114520
11/6/2018,114530,114600,114530,114570
11/6/2018,114570,114640,114560,114640
11/6/2018,114640,114640,114590,114590
11/6/2018,114600,114630,114580,114620
11/6/2018,114630,114680,114590,114610
11/6/2018,114600,114650,114560,114570
11/6/2018,114580,114640,114560,114570
11/6/2018,114570,114660,114560,114640
11/6/2018,114640,114770,114640,114750
11/6/2018,114750,114780,114690,114710
11/6/2018,114700,114750,114700,114740
11/6/2018,114750,114770,114720,114720
11/6/2018,114730,114750,114720,114720
11/6/2018,114720,114740,114700,114710
11/6/2018,114700,114740,114690,114720
11/6/2018,114730,114750,114690,114690
11/6/2018,114700,114710,114620,114640
11/6/2018,114640,114660,114620,114630
11/6/2018,114640,114650,114570,114620
11/6/2018,114610,114610,114570,114590
11/6/2018,114580,114660,114580,114630
11/6/2018,114630,114640,114610,114640
11/6/2018,114640,114650,114550,114550
11/6/2018,114550,114580,114540,114560
11/6/2018,114570,114590,114560,114590
11/6/2018,114580,114610,114580,114590
11/6/2018,114590,114610,114530,114540
11/6/2018,114540,114580,114540,114570
11/6/2018,114560,114570,114540,114550
11/6/2018,114540,114570,114530,114570
11/6/2018,114560,114600,114560,114570
11/6/2018,114580,114590,114530,114540
11/6/2018,114530,114570,114520,114520
11/6/2018,114530,114570,114530,114560
11/6/2018,114560,114570,114490,114510
11/6/2018,114520,114530,114510,114520
11/6/2018,114500,114540,114500,114540
11/6/2018,114520,114560,114520,114560
11/6/2018,114560,114560,114530,114550
11/6/2018,114540,114560,114520,114540
11/6/2018,114550,114590,114550,114590
11/6/2018,114580,114640,114580,114600
11/6/2018,114610,114630,114570,114630
11/6/2018,114620,114680,114590,114640
11/6/2018,114640,114650,114600,114610
11/6/2018,114610,114630,114540,114550
11/6/2018,114560,114560,114500,114530
11/6/2018,114530,114540,114510,114540
11/6/2018,114520,114570,114510,114560
11/6/2018,114550,114600,114550,114580
11/6/2018,114590,114590,114530,114530
11/6/2018,114530,114570,114500,114500
11/6/2018,114500,114510,114410,114410
11/6/2018,114420,114490,114400,114430
11/6/2018,114440,114450,114390,114420
11/6/2018,114420,114460,114390,114410
11/6/2018,114420,114420,114380,114410
11/6/2018,114410,114460,114400,114450
11/6/2018,114450,114480,114450,114460
11/6/2018,114460,114490,114450,114480
11/6/2018,114480,114500,114450,114500
11/6/2018,114500,114500,114440,114480
11/6/2018,114470,114550,114470,114520
11/6/2018,114530,114540,114500,114510
11/6/2018,114500,114520,114480,114490
11/6/2018,114490,114530,114460,114480
11/6/2018,114480,114500,114470,114500
11/6/2018,114510,114510,114430,114440
11/6/2018,114440,114450,114420,114430
11/6/2018,114430,114440,114360,114410
11/6/2018,114410,114470,114390,114460
11/6/2018,114450,114500,114450,114480
11/6/2018,114480,114480,114380,114390
11/6/2018,114390,114430,114370,114420
11/6/2018,114430,114470,114410,114470
11/6/2018,114470,114480,114430,114450
11/6/2018,114460,114510,114440,114490
11/6/2018,114480,114540,114470,114470
11/6/2018,114470,114480,114390,114420
11/6/2018,114430,114500,114430,114460
11/6/2018,114450,114530,114450,114520
11/6/2018,114520,114590,114500,114550
11/6/2018,114550,114550,114500,114520
11/6/2018,114520,114560,114520,114550
11/6/2018,114550,114670,114540,114650
11/6/2018,114660,114670,114600,114610
11/6/2018,114620,114630,114570,114600
11/6/2018,114610,114630,114600,114630
11/6/2018,114630,114650,114620,114630
11/6/2018,114640,114640,114590,114600
11/6/2018,114610,114710,114600,114690
11/6/2018,114680,114690,114610,114620
11/6/2018,114620,114640,114600,114630
11/6/2018,114620,114660,114620,114630
11/6/2018,114630,114680,114620,114670
11/6/2018,114650,114700,114650,114680
11/6/2018,114690,114690,114660,114690
11/6/2018,114670,114740,114670,114740
11/6/2018,114740,114760,114670,114700
11/6/2018,114710,114730,114700,114710
11/6/2018,114720,114720,114660,114660
11/6/2018,114670,114680,114600,114600
11/6/2018,114600,114650,114600,114640
11/6/2018,114640,114640,114600,114620
11/6/2018,114620,114630,114590,114590
11/6/2018,114590,114660,114590,114640
11/6/2018,114650,114660,114630,114630
11/6/2018,114630,114640,114620,114620
11/6/2018,114610,114670,114610,114650
11/6/2018,114650,114650,114590,114600
11/6/2018,114600,114620,114570,114580
11/6/2018,114580,114640,114580,114620
11/6/2018,114630,114650,114630,114630
11/6/2018,114630,114660,114630,114650
11/6/2018,114650,114680,114600,114640
11/6/2018,114640,114700,114640,114670
11/6/2018,114660,114670,114640,114640
11/6/2018,114640,114650,114630,114650
11/6/2018,114650,114670,114630,114630
11/6/2018,114620,114640,114580,114590
11/6/2018,114590,114630,114560,114570
11/6/2018,114570,114610,114570,114600
11/6/2018,114600,114600,114550,114560
11/6/2018,114560,114600,114510,114520
11/6/2018,114510,114540,114500,114500
11/6/2018,114520,114580,114480,114510
11/6/2018,114520,114520,114460,114500
11/6/2018,114500,114540,114490,114530
11/6/2018,114520,114520,114460,114460
11/6/2018,114470,114480,114450,114470
11/6/2018,114480,114510,114480,114480
11/6/2018,114490,114510,114470,114500
11/6/2018,114510,114570,114500,114570
11/6/2018,114550,114570,114520,114530
11/6/2018,114520,114560,114490,114560
11/6/2018,114570,114620,114540,114550
11/6/2018,114550,114560,114500,114520
11/6/2018,114540,114550,114510,114510
11/6/2018,114520,114560,114500,114550
11/6/2018,114560,114560,114530,114530
11/6/2018,114530,114540,114500,114530
11/6/2018,114530,114560,114480,114490
11/6/2018,114500,114510,114490,114490
11/6/2018,114490,114500,114450,114460
11/6/2018,114460,114510,114450,114500
11/6/2018,114510,114510,114460,114460
11/6/2018,114460,114470,114450,114460
11/6/2018,114460,114460,114390,114460
11/6/2018,114460,114510,114450,114510
11/6/2018,114510,114530,114440,114450
11/6/2018,114460,114470,114430,114450
11/6/2018,114450,114470,114450,114470
11/6/2018,114480,114490,114470,114470
11/6/2018,114470,114520,114460,114510
11/6/2018,114510,114520,114450,114480
11/6/2018,114490,114490,114450,114450
11/6/2018,114440,114470,114410,114430
11/6/2018,114420,114440,114420,114430
11/6/2018,114430,114450,114420,114430
11/6/2018,114430,114450,114410,114430
11/6/2018,114440,114460,114430,114440
11/6/2018,114420,114500,114410,114480
11/6/2018,114480,114520,114480,114510
11/6/2018,114500,114550,114490,114540
11/6/2018,114530,114550,114510,114530
11/6/2018,114530,114590,114510,114540
11/6/2018,114550,114560,114530,114550
11/6/2018,114540,114550,114500,114510
11/6/2018,114510,114520,114490,114490
11/6/2018,114490,114520,114480,114520
11/6/2018,114530,114530,114510,114520
11/6/2018,114520,114530,114500,114500
11/6/2018,114500,114500,114230,114230
11/6/2018,114240,114330,114210,114320
11/6/2018,114310,114340,114280,114290
11/6/2018,114290,114310,114250,114300
11/6/2018,114290,114350,114280,114330
11/6/2018,114340,114340,114310,114310
11/6/2018,114320,114330,114280,114290
11/6/2018,114290,114350,114280,114350
11/6/2018,114330,114360,114240,114250
11/6/2018,114250,114260,114220,114250
11/6/2018,114240,114300,114230,114260
11/6/2018,114270,114270,114250,114260
11/6/2018,114270,114290,114250,114290
11/6/2018,114300,114300,114210,114240
11/6/2018,114220,114260,114210,114260
11/6/2018,114260,114260,114210,114230
11/6/2018,114240,114270,114210,114240
11/6/2018,114250,114250,114220,114220
11/6/2018,114220,114280,114210,114270
11/6/2018,114270,114280,114210,114250
11/6/2018,114250,114280,114250,114280
11/6/2018,114260,114280,114250,114280
11/6/2018,114280,114300,114260,114290
11/6/2018,114290,114300,114250,114270
11/6/2018,114250,114320,114250,114290
11/6/2018,114310,114390,114290,114380
11/6/2018,114380,114380,114290,114310
11/6/2018,114310,114320,114280,114290
11/6/2018,114300,114350,114290,114350
11/6/2018,114330,114360,114320,114350
11/6/2018,114360,114440,114360,114420
11/6/2018,114410,114430,114400,114420
11/6/2018,114420,114420,114360,114360
11/6/2018,114360,114390,114360,114380
11/6/2018,114370,114400,114350,114390
11/6/2018,114380,114400,114370,114380
11/6/2018,114370,114470,114370,114450
11/6/2018,114460,114500,114440,114490
11/6/2018,114480,114490,114420,114440
11/6/2018,114440,114500,114420,114430
11/6/2018,114420,114450,114390,114450
11/6/2018,114450,114450,114420,114420
11/6/2018,114440,114450,114430,114450
11/6/2018,114450,114470,114440,114440
11/6/2018,114450,114550,114430,114500
11/6/2018,114510,114570,114510,114530
11/6/2018,114530,114550,114500,114530
11/6/2018,114540,114570,114520,114570
11/6/2018,114570,114590,114550,114580
11/6/2018,114560,114640,114560,114610
11/6/2018,114620,114650,114590,114640
11/6/2018,114630,114640,114590,114640
11/6/2018,114640,114720,114630,114680
11/6/2018,114690,114730,114640,114640
11/6/2018,114640,114670,114620,114650
11/6/2018,114650,114670,114640,114670
11/6/2018,114670,114680,114650,114670
11/6/2018,114680,114750,114670,114720
11/6/2018,114730,114900,114720,114830
11/6/2018,114820,114860,114800,114810
11/6/2018,114800,114840,114800,114820
11/6/2018,114820,114870,114820,114860
11/6/2018,114870,114870,114840,114860
11/6/2018,114860,114900,114850,114880
11/6/2018,114870,114890,114860,114870
11/6/2018,114870,114880,114830,114840
11/6/2018,114840,114850,114810,114840
11/6/2018,114830,114850,114780,114790
11/6/2018,114790,114830,114760,114770
11/6/2018,114790,114810,114750,114760
11/6/2018,114770,114830,114770,114830
11/6/2018,114820,114840,114800,114820
11/6/2018,114810,114830,114780,114790
11/6/2018,114790,114800,114770,114800
11/6/2018,114800,114810,114780,114790
11/6/2018,114800,114810,114790,114800
11/6/2018,114820,114820,114770,114770
11/6/2018,114770,114790,114770,114790
11/6/2018,114780,114800,114770,114790
11/6/2018,114780,114790,114710,114730
11/6/2018,114730,114760,114730,114730
11/6/2018,114750,114800,114740,114790
11/6/2018,114790,114800,114760,114780
11/6/2018,114770,114780,114750,114770
11/6/2018,114780,114810,114780,114800
11/6/2018,114800,114830,114790,114790
11/6/2018,114800,114840,114780,114820
11/6/2018,114820,114820,114800,114800
11/6/2018,114790,114830,114770,114770
11/6/2018,114780,114850,114770,114850
11/6/2018,114850,114850,114820,114840
11/6/2018,114850,114870,114840,114850
11/6/2018,114840,114870,114820,114840
11/6/2018,114850,114870,114840,114870
11/6/2018,114860,114890,114840,114880
11/6/2018,114880,114950,114850,114940
11/6/2018,114940,114950,114890,114900
11/6/2018,114890,114910,114860,114870
11/6/2018,114870,114890,114810,114830
11/6/2018,114840,114840,114800,114800
11/6/2018,114810,114870,114800,114870
11/6/2018,114870,114880,114810,114820
11/6/2018,114810,114820,114780,114810
11/6/2018,114810,114860,114780,114840
11/6/2018,114840,114910,114830,114870
11/6/2018,114870,114920,114870,114910
11/6/2018,114910,114980,114890,114940
11/6/2018,114950,114970,114920,114960
11/6/2018,114970,115070,114940,115030
11/6/2018,115040,115120,115020,115070
11/6/2018,115080,115100,115030,115060
11/6/2018,115060,115060,114940,114980
11/6/2018,114990,115050,114980,115010
11/6/2018,115020,115040,115000,115000
11/6/2018,115020,115030,114980,114990
11/6/2018,115000,115020,114990,115010
11/6/2018,115030,115030,114960,114990
11/6/2018,114980,115000,114960,114960
11/6/2018,114960,114970,114900,114950
11/6/2018,114940,114990,114900,114910
11/6/2018,114920,114940,114920,114920
11/6/2018,114930,114940,114920,114930
11/6/2018,114940,115000,114930,114980
11/6/2018,114970,115140,114970,115120
11/6/2018,115120,115130,115060,115100
11/6/2018,115110,115160,115100,115140
11/6/2018,115130,115160,115090,115130
11/6/2018,115130,115160,115080,115110
11/6/2018,115110,115160,115090,115120
11/6/2018,115120,115130,115040,115060
11/6/2018,115070,115090,115030,115040
11/6/2018,115050,115060,114990,114990
11/6/2018,115000,115010,114920,114940
11/6/2018,114940,114950,114910,114930
11/6/2018,114930,114960,114910,114930
11/6/2018,114930,114940,114890,114940
11/6/2018,114950,114950,114900,114910
11/6/2018,114910,114950,114910,114910
11/6/2018,114930,114980,114920,114960
11/6/2018,114970,114980,114910,114910
11/6/2018,114930,114970,114920,114930
11/6/2018,114930,114940,114890,114910
11/6/2018,114900,114920,114890,114890
11/6/2018,114910,114930,114900,114900
